,Identifier,Title,Subject,Date,Text,locations,tags
200,37089,"Jane Addams to Lillian D. Wald, April 3, 1926","Addams, Jane, travels;Addams, Jane, requests from",1926-04-03,hullhous 800 south halst street chicago april 3 1926 dearest ladi busi entertain foreign appar still go want offer hospit countess better still could negoti matter someon told mr maud would write later could done new york three day home slowli get acclim snow visit may thank great kind nice way go survey meet much enjoy alway devotedli jane addam sign,"41.8716164,-87.6474573",Requests;Travels
202,37084,"Jane Addams to Salmon Oliver Levinson, April 3, 1926","Addams, Jane, views on peace",1926-04-03,hullhous 800 south halst street chicago april 3 1926 dear mr levinson thank much kind letter copi one written dr faywil cours know resent statement make although one seem repres point view perhap tri talk chicago climat quit chang panama instanc altogeth happi back hope see mr levinson soon faith jane addam sign mr salmon levinson chicago,"41.8716164,-87.6474573",Peace;Travels
205,36992,"Jane Addams to Anita McCormick Blaine, December 30, 1926","Hull-House, donations;Addams, Jane, gratitude",1926-12-30,hullhous 800 south halst street chicago decemb 30 1926 dear mr blain thank much big check came 28th grate glad back chicago alway affection jane addam sign mr emmon blain 101 east eri street chicago illinoi,"41.8716164,-87.6474573",Hull-House;Philanthropy
209,36919,"Jane Addams to Dorothy Detzer, November 9, 1926","Addams, Jane, requests from",1926-11-09,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcollg dear dorothi detzer plea acknowledg hastili jane addam nov 9 1926 p plea send copi essay 5 soldier die freedom ladi copi must one washington hullhous chicago nov 9 1926,"41.8807261,-87.6470544",Peace;Requests
212,36877,"Jane Addams to Charles Frederick Weller, July 11, 1925","Addams, Jane, requests to;lectures",1925-07-11,hull cove main dear mr weller afraid cant sign invit gandhi although cours would wonder come usa cant visual lectur tolstoy although admir letter much hope favor repli afraid cant sign congratul upon page 2 hope may see mr weller sometim year faith jane addam juli 11 1925,"44.4122263,-68.2518074",Lectures;Requests
214,36867,"Jane Addams to Edith Abbot, January 17, 1926","Addams, Jane, requests to",1926-01-17,hullhous 800 south halstead street chicago dear e abbott written ladi think better use equip expans sop said would send letter nice dinner night hastili jane addam jani 17 1926,"41.8716164,-87.6474573",Requests
217,36854,"Jane Addams to Dorothy Detzer, July 11, 1925","Women's International League for Peace and Freedom, activities",1925-07-11,hull cove main dear dorothi detzer quit right intern money mr taussig send month littl worri request renew end year washington offic send geneva offic hope come washington day go intern materi page 2 hope emili balch consent plan ought back end aug earli sept carri plan delight hope washington isnt warm event part time hastili affection jane addam juli 11 1925,"44.4122263,-68.2518074",Memberships;Peace
218,36783,"Jane Addams to Salmon Oliver Levinson, December 10, 1926","Addams, Jane, requests from;Hull-House, atmosphere;Addams, Jane, financial dealings;Hull-House, support for",1926-12-10,hullhous 800 south halst street chicago decemb 10 1926 dear mr levinson previou year sent u contribut time 100 hope wish renew old activ continu also neighborhood present new problem owe influx mexican color peopl south tri meet need well repres earlier immigr hope presum upon past generos faith jane addam sign mr salmon levinson 76 w monro street chicago illinoi,"41.8716164,-87.6474573",Finances;Hull-House;Requests
222,36743,"Jane Addams to Madeleine Zabriskie Doty, November 1926","Addams, Jane, requests from;Women's International League for Peace and Freedom, office and staffing",1926-11,dear md plea send 1 vilma glucklich 2 mde larsen jahn 3 madelin doti none recent address hastili ja p could send present address entir board ja nb envelop person letter within must chang envelop dont get letter mix,"41.8716164,-87.6474573",Peace;Requests
223,36742,"Jane Addams to Dorothy Detzer, November 1926","Addams, Jane, apologies",1926-11,dear dd letter seem hit hastili ja,"41.8716164,-87.6474573",Peace
224,36741,"Jane Addams to Dorothy Detzer, ca. November 1926","Women's International League for Peace and Freedom, activities",1926-11,dear dd may send illeg hastili ja,"41.8716164,-87.6474573",Peace
225,36740,"Jane Addams to Dorothy Detzer, November 1926","peace movement, activities of",1926-11,must avoid date would may 1 st suit quaker appoint late hastili ja,"41.8716164,-87.6474573",Peace
234,36617,"Jane Addams to Madeleine Zabriskie Doty, October 22, 1926","Women's International League for Peace and Freedom, activities",1926-10-22,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcollg letter fail get envelop perhap alreadi seen hastili yr j addam hullhous chicago oct 22 1926,"41.8716164,-87.6474573",Peace
235,36616,"Jane Addams to Charles Fletcher Dole, October 19, 1926","Addams, Jane, requests to;Addams, Jane, and peace movement",1926-10-18,hullhous 800 south halst street chicago dear mr dole would cours delight sign petit may congratul undertak cordial greet mr dole faith jane addam oct 19 1926,"41.8716164,-87.6474573",Peace;Requests
237,36605,"Jane Addams to Myra Harriet Reynolds Linn, December 1, 1926","Addams, Jane, and family;holidays and celebrations",1926-12-01,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcollg dear myra xma check hope long advanc spend peac go give age parent 15 00 kiddi 110 use plea thank stanley nice letter charm pictur two everi possibl good wish alway devotedli jane addam hullhous chicago dec 1st 1926,"41.8716164,-87.6474573",Family;Holidays
243,36585,"Jane Addams to David A. Peat, August 19, 1926","Addams, Jane, and Women's International League for Peace and Freedom;Women's International League for Peace and Freedom, office and staffing",1926-08-19,mr david peat arbitr first bureau 107 ladbrok road london w ii august 19 1926 dear sir much interest pamphlet shall place central offic mani thank wish success sincer,"46.2014274,6.1514017",Peace
244,36574,"Jane Addams to Margarete Reifferscheidt Dreisch, August 19, 1926","Addams, Jane, requests to;Addams, Jane, writings",1926-08-19,frau margaret driesch zollnerstra leipzig august 19 1926 dear mr driesch thank much kind invit one collabor book sorri quit imposs undertak write alreadi promis sever publish seem abl deliv connect wil summer school miss ann martin unit state geneva ventur show letter ask suggest someon doesnt care much interest woman polit write well good wish success undertak sincer,"46.2014274,6.1514017",Requests;Writing
248,36548,"Jane Addams to Dorothy Detzer, October 8, 1926","Hull-House, visits to",1926-10-08,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcollg octob 8 1926 dear dorothi detzer first one crop written person letter mr arnold schlaet sure right cours expect stay hull hous time chicago room vacant alway readi peopl like hastili jane addam sign miss dorothi detzer woman intern leagu peac freedom 522 0 17th street washington c,"41.8716164,-87.6474573",Hull-House Visits;Requests
252,36534,"Jane Addams to Women's International League for Peace and Freedom International Members, October 7, 1926","Addams, Jane, and Women's International League for Peace and Freedom;Women's International League for Peace and Freedom, organization",1926-10-07,dear intern member misunderstand part geneva offic notic renew intern membership due state money sent hull hous chicago know quit outsid function presid collect organ due addit possibl undertak hand present system work admir intern due handl satisfactorili nation treasur mr taussig keep special intern fund sent washington offic 522 seventeenth st dc present method intern membership unit state grown eight hundr 800 secur four hundr 400 financi difficulti support geneva offic would solv visit summer found old hous grown even charm genuin center mani visitor constantli come geneva interest intern affair intern offic work execut editori aspect go extrem well sure congratul intern headquart hope much may unit effort increa ing number intern membership apolog misunderstand faith,"41.8716164,-87.6474573",Memberships;Peace
261,36460,"Jane Addams to Hannah Clothier Hull, November 12, 1926","Addams, Jane, and Women's International League for Peace and Freedom",1926-11-12,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcollg dear mr hull realli think real explan kindli send illeg dorothi detzer hastili yr jane addam nov 12 1926,"41.8716164,-87.6474573",Peace;Requests
269,36357,"Jane Addams to Anna Marcet Haldeman-Julius, February 10, 1926","Addams, Jane, and family;Addams, Jane, travels",1926-02-10,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcollg hullhous chicago febi 10 1926 dear marcet thank much good letter quit reassur health concern becom quit agit plea dont send valentin refer christma messag present sure know havent seen letter esther heard age ala wont summer come danc wil meet dublin juli also attend intern meet settlement pari juli 1st 5th mari linn two girl go student steerag dutch boat volendamsail june 19th go first class boat mari smith goe april meet pari go ireland togeth take mari hulbert u rather goe other emerg franc major french u c graduat june hope teach french noth like summer pari give french teacher eclat leav two month meet u switzerland sept famili exodu european summer come type poorli afraid easier read hand writ delight report child quit homesick see love famili alway forev love aunt jane addam sign,"41.8716164,-87.6474573",Family;Travels
